,Date,Temperature,Prec
80,2006-09,287.65942,8.833675e-06
81,2006-10,280.88818,4.116331e-05
82,2006-11,281.26218,1.168009e-05
83,2006-12,277.3735,0.00016744637
84,2007-01,277.2981,3.2152024e-05
85,2007-02,277.84955,0.0001729432
86,2007-03,280.0923,0.00012650574
87,2007-04,282.64993,4.955212e-05
88,2007-05,285.4347,3.1105894e-05
89,2007-06,289.2586,8.5924396e-05
90,2007-07,288.71765,4.8903992e-05
91,2007-08,289.71225,9.882327e-05
92,2007-09,286.62488,4.160449e-05
93,2007-10,283.60477,0.00021992273
94,2007-11,277.299,0.0001618702
95,2007-12,275.18683,8.1507606e-05
96,2008-01,277.41608,6.777244e-05
97,2008-02,278.66754,1.686477e-05
98,2008-03,280.36136,1.1686549e-05
99,2008-04,283.42862,1.9565447e-05
100,2008-05,288.92804,8.804233e-06
101,2008-06,291.41602,5.8906735e-05
102,2008-07,292.23517,3.0140122e-06
103,2008-08,288.80127,6.065119e-06
104,2008-09,283.96426,4.4247863e-05
105,2008-10,283.06158,0.0001280274
106,2008-11,279.22736,0.00020465918
107,2008-12,271.57617,9.263742e-06
108,2009-01,275.1956,6.309474e-05
109,2009-02,277.14676,5.148839e-05
110,2009-03,280.42188,4.5561086e-05
111,2009-04,283.44086,8.124991e-05
112,2009-05,285.7322,5.710345e-05
113,2009-06,291.02655,8.610982e-06
114,2009-07,292.20355,1.807596e-05
115,2009-08,288.92236,1.1159882e-05
116,2009-09,286.35397,4.099709e-05
117,2009-10,279.17685,1.7332259e-05
118,2009-11,281.84824,9.276168e-05
119,2009-12,278.8221,0.00019104761
120,2010-01,273.37488,0.00024357546
121,2010-02,278.2167,1.5144256e-05
122,2010-03,283.37708,0.00015098328
123,2010-04,285.1775,1.4962097e-06
124,2010-05,287.5828,0.00029355564
125,2010-06,291.13782,5.8326646e-06
126,2010-07,290.27307,7.811011e-05
127,2010-08,287.37503,0.00027850716
128,2010-09,283.83575,2.8541317e-05
129,2010-10,281.79782,7.0636204e-05
130,2010-11,275.5496,0.00013635865
131,2010-12,272.13782,3.5133013e-05
132,2011-01,272.42142,5.1937055e-05
133,2011-02,274.30496,6.9559304e-05
134,2011-03,280.26138,2.424112e-05
135,2011-04,283.4806,2.6449023e-05
136,2011-05,289.51788,3.069382e-06
137,2011-06,291.28854,0.0001793962
138,2011-07,290.2709,0.00010770855
139,2011-08,289.26132,2.4244737e-05
140,2011-09,287.8889,4.0013387e-07
141,2011-10,282.75354,4.8999435e-05
142,2011-11,277.9316,1.4010264e-05
143,2011-12,276.31778,0.00011741232
144,2012-01,268.85583,5.421034e-05
145,2012-02,278.29675,0.000109920235
146,2012-03,281.0067,6.348287e-05
147,2012-04,286.83325,1.0273508e-05
148,2012-05,286.23923,1.6899548e-05
149,2012-06,292.9811,7.132773e-05
150,2012-07,291.57385,2.5684258e-05
151,2012-08,291.4354,0.00024046375
152,2012-09,288.80902,8.5178675e-05
153,2012-10,279.0992,4.5436405e-05
154,2012-11,279.75293,0.00023002554
155,2012-12,276.8686,2.1896867e-05
156,2013-01,279.1851,0.00014844061
157,2013-02,276.3546,1.9909146e-05
158,2013-03,278.4995,0.0002618947
159,2013-04,285.50012,1.5556374e-05
160,2013-05,285.6847,0.00024660636
161,2013-06,287.44876,6.9697184e-05
162,2013-07,292.32544,4.2579635e-05
163,2013-08,289.45013,3.0207164e-05
164,2013-09,285.14618,0.0002980305
165,2013-10,283.68195,1.7039974e-05
166,2013-11,277.13684,0.00015233173
167,2013-12,277.13202,6.67865e-05
168,2014-01,274.4461,0.00024662667
169,2014-02,278.35425,0.000107237815
170,2014-03,280.14792,9.939773e-07
171,2014-04,283.47205,4.815679e-05
172,2014-05,284.93466,4.409529e-05
173,2014-06,290.3428,0.00022972358
174,2014-07,292.58932,0.00017355895
175,2014-08,290.36475,6.8732195e-05
176,2014-09,286.92957,2.9599854e-05
177,2014-10,281.6886,4.4784803e-05
178,2014-11,278.9181,8.930581e-05
179,2014-12,270.77216,0.0001223647
180,2015-01,276.61896,0.00037861825
181,2015-02,278.24228,7.7857076e-05
182,2015-03,280.15082,7.199714e-05
183,2015-04,281.33347,2.595727e-05
184,2015-05,285.3265,2.4382205e-05
185,2015-06,289.90222,2.8081045e-05
186,2015-07,290.90463,7.4930525e-05
187,2015-08,293.46048,1.4759489e-05
188,2015-09,284.9593,2.1647016e-05
189,2015-10,281.85153,0.00017343328
190,2015-11,279.91483,0.0001953222
191,2015-12,273.91943,2.3534003e-05
192,2016-01,279.70404,0.00017578069
193,2016-02,278.95218,0.00022071319
194,2016-03,282.25397,2.5979141e-05
195,2016-04,281.40704,2.8110722e-05
196,2016-05,289.312,4.0321807e-05
197,2016-06,290.9163,8.383213e-06
198,2016-07,292.77914,1.6442611e-05
199,2016-08,289.98062,2.070645e-05
200,2016-09,288.38593,2.0215562e-05
201,2016-10,281.72693,3.0151534e-05
202,2016-11,274.68677,5.5753982e-05
203,2016-12,273.5117,7.136428e-06
204,2017-01,274.30887,7.5066615e-05
205,2017-02,281.01505,5.095601e-05
206,2017-03,282.86295,4.2928277e-05
207,2017-04,279.98895,5.7548987e-06
208,2017-05,289.7002,2.019782e-05
209,2017-06,291.7023,0.0002570579
210,2017-07,293.5768,3.1060868e-06
211,2017-08,291.72372,6.72942e-05
212,2017-09,285.32278,4.4412514e-05
213,2017-10,280.18582,2.1226533e-05
214,2017-11,278.41406,0.00033984432
215,2017-12,277.74374,0.00014193154
216,2018-01,277.14987,6.6545576e-06
217,2018-02,267.02,8.6806314e-05
218,2018-03,281.12247,0.0001260626
219,2018-04,287.64774,3.665505e-05
220,2018-05,290.44983,3.4510954e-06
221,2018-06,290.27393,4.4995406e-05
222,2018-07,294.91602,8.435908e-06
223,2018-08,290.99976,0.00010838985
224,2018-09,283.8621,3.8517297e-05
225,2018-10,284.43503,3.3889144e-05
226,2018-11,275.1656,2.641268e-05
227,2018-12,278.14175,0.00011712278
228,2019-01,274.9537,0.00013055986
229,2019-02,278.6936,5.505906e-07
230,2019-03,280.31265,3.3704318e-08
231,2019-04,282.08667,0.0001323045
232,2019-05,285.93875,2.8712037e-05
233,2019-06,291.81976,2.8120255e-07
234,2019-07,293.02753,0.000108511544
235,2019-08,293.05295,5.3951903e-06
236,2019-09,289.66443,0.00017246968
237,2019-10,280.49176,0.000100602316
238,2019-11,280.02277,0.00011956036
239,2019-12,276.44037,3.101242e-05
240,2020-01,279.0503,0.00016725034
241,2020-02,276.84714,6.307365e-05
242,2020-03,276.23853,4.0851504e-05
243,2020-04,283.71082,5.2615727e-05
244,2020-05,284.9086,0.00014132999
245,2020-06,290.9706,0.0001308587
246,2020-07,292.38254,3.3163128e-06
247,2020-08,291.88443,0.00017204153
248,2020-09,286.4039,4.3300985e-05
249,2020-10,284.3218,0.00010732164
250,2020-11,277.3779,5.7337085e-05
251,2020-12,278.07318,0.00019747727
